"","RMS.CDW.ID","General.Offense.Number","Offense.Code","Offense.Code.Extension","Offense.Type","Summary.Offense.Code","Summarized.Offense.Description","Date.Reported","Occurred.Date.or.Date.Range.Start","Occurred.Date.Range.End","Hundred.Block.Location","District.Sector","Zone.Beat","Census.Tract.2000","Longitude","Latitude","Location","Month","Year"
"918109",959787,2012900427,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","02/01/2012 01:39:00 PM","02/01/2012 02:15:00 AM","02/01/2012 09:00:00 AM","14XX BLOCK OF E DENNY WY","C","C1","7500.2001",-122.313522339,47.618652344,"(47.618652344, -122.313522339)",2,2012
"1039400",1303206,2016285585,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/08/2016 01:12:00 PM","08/08/2016 11:00:00 AM","08/08/2016 01:00:00 PM","38XX BLOCK OF DISCOVERY PARK BV","Q","Q1","5700.1040",-122.40460968,47.658325195,"(47.658325195, -122.40460968)",8,2016
"851252",874348,2013906592,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","05/28/2013 02:47:00 PM","05/26/2013 10:30:00 PM","05/27/2013 05:00:00 PM","27XX BLOCK OF FAIRVIEW AV E","D","D3","6100.3018",-122.327285767,47.645381927,"(47.645381927, -122.327285767)",5,2013
"272446",1565313,2008184906,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","05/23/2008 03:09:00 AM","05/23/2008 12:59:00 AM","05/23/2008 01:00:00 AM","43XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.3001",-122.313148499,47.660533905,"(47.660533905, -122.313148499)",5,2008
"798414",790338,201619498,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","01/17/2016 08:03:00 AM","01/16/2016 10:00:00 PM","01/17/2016 07:00:00 AM","25XX BLOCK OF 3 AV","D","D1","7200.3006",-122.347496033,47.61630249,"(47.61630249, -122.347496033)",1,2016
"518499",401058,2008382445,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","10/11/2008 05:47:00 AM","10/11/2008 04:30:00 AM","10/11/2008 05:30:00 AM","2XX BLOCK OF W MERCER ST","Q","Q3","7100.1000",-122.359974844,47.624595392,"(47.624595392, -122.359974844)",10,2008
"489000",366422,2009154785,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","05/07/2009 05:00:00 AM","05/06/2009 08:00:00 PM","05/07/2009 04:40:00 AM","87XX BLOCK OF HOLMAN RD NW","J","J1","1600.3007",-122.376303699,47.693711724,"(47.693711724, -122.376303699)",5,2009
"1032820",1281574,2017346724,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/17/2017 08:34:00 PM","09/17/2017 02:00:00 PM","09/17/2017 03:15:00 PM","65XX BLOCK OF 20 AV NE","U","U1","2500.2013",-122.306541443,47.676708221,"(47.676708221, -122.306541443)",9,2017
"109841",1139349,201763755,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","02/21/2017 10:08:00 AM","02/17/2017 09:00:00 PM","02/21/2017 10:08:00 AM","57XX BLOCK OF S VICTOR ST","S","S3","11900.1021",-122.261154175,47.510578156,"(47.510578156, -122.261154175)",2,2017
"633485",847947,2013907736,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","10/23/2013 06:13:00 PM","10/20/2013 03:00:00 PM","10/21/2013 07:00:00 PM","15XX BLOCK OF NW 52 ST","B","B1","4700.2006",-122.377555847,47.666435242,"(47.666435242, -122.377555847)",10,2013
"316192",1622794,201890159,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/13/2018 09:36:00 AM","03/12/2018 10:42:00 PM","","2XX BLOCK OF 16 AV","G","G2","8700.3005",-122.311256409,47.603927612,"(47.603927612, -122.311256409)",3,2018
"828707",847841,2013383498,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/22/2013 10:34:00 AM","10/22/2013 10:34:00 AM","","43XX BLOCK OF S OTHELLO ST","S","S2","11101.2016",-122.278709412,47.537055969,"(47.537055969, -122.278709412)",10,2013
"49350",1427099,2010317449,"1305",0,"ASSLT-AGG-WEAPON","1300","ASSAULT","09/10/2010 02:52:00 PM","09/10/2010 10:30:00 AM","09/10/2010 10:50:00 AM","44XX BLOCK OF 50 AV S","R","R3","10100.1031",-122.270721436,47.563526154,"(47.563526154, -122.270721436)",9,2010
"371719",1330280,2017432350,"2999",0,"PROPERTY DAMAGE - GRAFFITI","2900","PROPERTY DAMAGE","11/22/2017 12:24:00 PM","11/22/2017 12:24:00 PM","","18XX BLOCK OF N 135 ST","N","N2","600.1010",-122.337585449,47.726856232,"(47.726856232, -122.337585449)",11,2017
"672016",1528705,2017449908,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","12/06/2017 01:02:00 PM","12/06/2017 12:50:00 PM","","3XX BLOCK OF NW 86 ST","J","J1","1701.1013",-122.361991882,47.691356659,"(47.691356659, -122.361991882)",12,2017
"21199",1053485,2016321769,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","09/05/2016 09:47:00 AM","08/31/2016 09:00:00 AM","09/05/2016 08:00:00 AM","5XX BLOCK OF 3 AV","K","K2","8100.2043",-122.331085205,47.602413177,"(47.602413177, -122.331085205)",9,2016
"541302",425889,2008191237,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","05/27/2008 08:08:00 PM","05/27/2008 08:08:00 PM","","S EDDY ST / RAINIER AV S","S","S2","11102.2002",-122.275073403,47.545331658,"(47.545331658, -122.275073403)",5,2008
"574699",1631962,2018108749,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","03/28/2018 12:45:00 AM","03/27/2018 10:49:00 PM","","64XX BLOCK OF PHINNEY AV N","B","B2","3500.2008",-122.354354858,47.67565918,"(47.67565918, -122.354354858)",3,2018
"349470",1310566,2017909898,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/29/2017 01:23:00 PM","10/29/2017 12:15:00 PM","10/29/2017 01:20:00 PM","CALIFORNIA AV SW / SW ALASKA ST","W","W2","10500.4003",-122.386779785,47.561103821,"(47.561103821, -122.386779785)",10,2017
"613392",1227273,2017226840,"2404",8,"VEH-THEFT-TRUCK","2400","VEHICLE THEFT","06/23/2017 07:27:00 PM","06/23/2017 07:30:00 AM","06/23/2017 06:45:00 PM","9XX BLOCK OF NW 45 ST","B","B2","4700.2075",-122.369689941,47.661468506,"(47.661468506, -122.369689941)",6,2017
"8271",1040535,2016342179,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/21/2016 12:40:00 AM","09/21/2016 12:40:00 AM","","4XX BLOCK OF BOREN AV","G","G1","8500.2012",-122.321548462,47.60541153,"(47.60541153, -122.321548462)",9,2016
"754749",735063,2014384528,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","11/17/2014 01:11:00 AM","11/16/2014 10:00:00 PM","11/16/2014 11:00:00 PM","14XX BLOCK OF 24 AV","C","C3","7700.3016",-122.30140686,47.613544464,"(47.613544464, -122.30140686)",11,2014
"925681",968794,2011385826,"1211",2,"ROBBERY-BANK-BODYFORCE","1200","ROBBERY","11/30/2011 02:37:00 PM","11/30/2011 01:44:00 PM","","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313224792,47.6575737,"(47.6575737, -122.313224792)",11,2011
"639059",1333279,2017432690,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","11/22/2017 04:49:00 PM","11/22/2017 04:49:00 PM","","108XX BLOCK OF 44 AV SW","W","W3","12100.1015",-122.386329651,47.505912781,"(47.505912781, -122.386329651)",11,2017
"127204",1155711,201794215,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","03/17/2017 04:39:00 AM","03/17/2017 04:37:00 AM","","5XX BLOCK OF UNION ST","M","M3","8200.1021",-122.334114075,47.609916687,"(47.609916687, -122.334114075)",3,2017
"795634",785520,2014902140,"2610",0,"FRAUD-IDENTITY THEFT","2600","FRAUD","03/20/2014 08:23:00 AM","03/08/2014 08:15:00 AM","03/20/2014 08:15:00 AM","77XX BLOCK OF FAIRWAY DR NE","U","U3","2200.4009",-122.277656555,47.685153961,"(47.685153961, -122.277656555)",3,2014
"634767",1230033,2017241926,"2308",0,"THEFT-BUILDING","2300","OTHER PROPERTY","07/04/2017 05:36:00 PM","06/30/2017 04:30:00 PM","07/03/2017 07:30:00 AM","97XX BLOCK OF WOODLAWN AV N","N","N3","1300.1024",-122.338768005,47.700553894,"(47.700553894, -122.338768005)",7,2017
"67230",1096827,2016451577,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","12/16/2016 05:48:00 PM","12/16/2016 05:48:00 PM","","3 AV / STEWART ST","M","M2","8002.1002",-122.33959198,47.611629486,"(47.611629486, -122.33959198)",12,2016
"1037930",1298051,2017363574,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","09/30/2017 01:41:00 PM","09/30/2017 04:50:00 AM","","113XX BLOCK OF 25 AV NE","L","L1","1100.1000",-122.301734924,47.711524963,"(47.711524963, -122.301734924)",9,2017
"630310",1255763,2017292189,"2699",1,"FRAUD-OTHER","2600","FRAUD","08/08/2017 02:03:00 PM","07/17/2017 12:01:00 AM","07/31/2017 11:59:00 PM","4XX BLOCK OF FAIRVIEW AV N","D","D3","7300.1019",-122.334274292,47.622581482,"(47.622581482, -122.334274292)",8,2017
"197206",1489702,2009307597,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","08/31/2009 08:49:00 AM","08/30/2009 10:00:00 PM","08/31/2009 08:00:00 AM","20XX BLOCK OF DEXTER AV N","D","D2","6700.1016",-122.343078613,47.637138367,"(47.637138367, -122.343078613)",8,2009
"114656",1143953,201775012,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","03/02/2017 07:58:00 AM","03/02/2017 06:58:00 AM","","5 AV / OLIVE WY","M","M2","7300.3034",-122.337394714,47.612663269,"(47.612663269, -122.337394714)",3,2017
"809826",820054,2016178344,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","05/21/2016 06:54:00 PM","05/21/2016 06:30:00 PM","","32XX BLOCK OF NE 125 ST","L","L3","100.5005",-122.293319702,47.719268799,"(47.719268799, -122.293319702)",5,2016
"169127",1595929,2018901912,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","02/28/2018 07:59:00 AM","02/28/2018 01:00:00 AM","02/28/2018 06:00:00 AM","47XX BLOCK OF 16 AV NE","U","U2","5301.1004",-122.310813904,47.663978577,"(47.663978577, -122.310813904)",2,2018
"366766",1325868,2017433253,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/23/2017 04:38:00 AM","11/23/2017 04:38:00 AM","","CALIFORNIA AV SW / SW GRAHAM ST","W","W3","10600.3004",-122.387199402,47.54668045,"(47.54668045, -122.387199402)",11,2017
"361765",1321515,2017423651,"5707",0,"TRESPASS","5700","TRESPASS","11/15/2017 02:00:00 PM","11/15/2017 02:00:00 PM","","15XX BLOCK OF NW 65 ST","B","B1","3300.3003",-122.377105713,47.675998688,"(47.675998688, -122.377105713)",11,2017
"821038",838594,2013905087,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","12/11/2013 05:31:00 PM","12/11/2013 01:00:00 PM","12/11/2013 03:00:00 PM","8XX BLOCK OF 15 AV","G","G2","8700.1007",-122.312835693,47.609794617,"(47.609794617, -122.312835693)",12,2013
"934537",980849,2015305084,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","08/31/2015 03:34:00 PM","08/31/2015 03:34:00 PM","","67XX BLOCK OF 30 AV S","S","S1","11002.2029",-122.293411255,47.54158783,"(47.54158783, -122.293411255)",8,2015
"917873",959502,201233100,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","02/03/2012 11:07:00 AM","02/03/2012 08:55:00 AM","","7XX BLOCK OF S JACKSON ST","K","K3","9100.1010",-122.323097229,47.599185944,"(47.599185944, -122.323097229)",2,2012
"824249",842349,2013418903,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","11/19/2013 02:09:00 PM","11/19/2013 01:30:00 PM","","17XX BLOCK OF NW MARKET ST","B","B1","4700.3019",-122.38104248,47.668674469,"(47.668674469, -122.38104248)",11,2013
"1001676",1183163,2016408544,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","11/11/2016 01:43:00 PM","11/11/2016 01:43:00 PM","","12XX BLOCK OF PARKSIDE DR E","C","C2","6300.4005",-122.290527344,47.632568359,"(47.632568359, -122.290527344)",11,2016
"60441",1431159,2010284251,"5050",1,"HARASSMENT","5000","THREATS","08/15/2010 02:32:00 AM","08/15/2010 02:32:00 AM","","37XX BLOCK OF DENSMORE AV N","B","B3","5400.1015",-122.337493896,47.652568817,"(47.652568817, -122.337493896)",8,2010
"22395",1054687,2016362182,"2599",0,"COUNTERFEIT","2500","COUNTERFEIT","10/06/2016 07:49:00 AM","10/06/2016 07:49:00 AM","","6XX BLOCK OF S MICHIGAN ST","O","O3","10900.2073",-122.325592041,47.546398163,"(47.546398163, -122.325592041)",10,2016
"205406",1498048,2009249690,"5050",1,"HARASSMENT","5000","THREATS","07/17/2009 09:27:00 PM","07/17/2009 08:30:00 PM","07/17/2009 09:00:00 PM","38XX BLOCK OF S OTHELLO ST","S","S1","11001.2009",-122.284049988,47.53704071,"(47.53704071, -122.284049988)",7,2009
"298578",1262869,2017306992,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","08/19/2017 01:07:00 PM","08/19/2017 12:08:00 PM","","52XX BLOCK OF 19 AV NE","U","U1","4400.3001",-122.307151794,47.66746521,"(47.66746521, -122.307151794)",8,2017
"800761",794846,201467810,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","03/04/2014 03:46:00 PM","03/04/2014 12:00:00 AM","03/04/2014 08:00:00 AM","107XX BLOCK OF DENSMORE AV N","N","N3","600.4015",-122.337509155,47.707759857,"(47.707759857, -122.337509155)",3,2014
"520914",403686,2008362343,"5707",0,"TRESPASS","5700","TRESPASS","09/26/2008 06:31:00 PM","09/26/2008 06:31:00 PM","","13XX BLOCK OF BOREN AV","E","E3","8300.2017",-122.327550891,47.611975663,"(47.611975663, -122.327550891)",9,2008
"742580",721252,201539150,"1316",5,"THREATS-WEAPON","1300","THREATS","02/03/2015 05:52:00 PM","02/03/2015 05:52:00 PM","","19XX BLOCK OF RAINIER AV S","R","R2","9400.3000",-122.303924561,47.585914612,"(47.585914612, -122.303924561)",2,2015
"132204",1160364,2017104885,"5015",2,"WARRARR-MISDEMEANOR","5000","WARRANT ARREST","03/25/2017 03:07:00 PM","03/25/2017 03:07:00 PM","","89XX BLOCK OF AURORA AV N","N","N3","1800.2003",-122.344558716,47.693824768,"(47.693824768, -122.344558716)",3,2017
"691075",663281,201654853,"1205",0,"ROBBERY-STREET-WEAPON","1200","ROBBERY","02/15/2016 03:20:00 AM","02/15/2016 01:48:00 AM","02/15/2016 01:50:00 AM","6XX BLOCK OF E PINE ST","E","E3","8400.1005",-122.323944092,47.615226746,"(47.615226746, -122.323944092)",2,2016
"777671",762518,2014201199,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","06/23/2014 04:00:00 PM","06/23/2014 04:00:00 PM","","3XX BLOCK OF N 77 ST","J","J3","2800.1012",-122.353858948,47.684749603,"(47.684749603, -122.353858948)",6,2014
"379751",1620068,2018104482,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","03/24/2018 03:09:00 PM","03/23/2018 08:30:00 PM","03/24/2018 08:00:00 AM","26XX BLOCK OF 31 AV W","Q","Q1","5700.3003",-122.396957397,47.643901825,"(47.643901825, -122.396957397)",3,2018
"688667",660131,2015908634,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","12/26/2015 01:12:00 PM","12/24/2015 09:05:00 PM","12/26/2015 09:30:00 AM","65XX BLOCK OF 12 AV NW","J","J2","3300.1013",-122.371955872,47.676883698,"(47.676883698, -122.371955872)",12,2015
"690071",662007,2015434429,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","12/15/2015 04:32:00 PM","12/15/2015 04:09:00 PM","","15XX BLOCK OF 4 AV","M","M3","8100.2009",-122.336891174,47.610439301,"(47.610439301, -122.336891174)",12,2015
"368918",1327706,2017437166,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","11/26/2017 10:30:00 PM","11/22/2017 12:00:00 AM","11/24/2017 11:59:00 PM","9XX BLOCK OF 13 AV","E","E2","8600.1004",-122.315437317,47.610973358,"(47.610973358, -122.315437317)",11,2017
"850555",873555,2013184276,"1313",0,"ASSLT-NONAGG","1300","ASSAULT","05/30/2013 10:12:00 PM","05/30/2013 10:12:00 PM","","3XX BLOCK OF PINE ST","M","M2","8100.2002",-122.338150024,47.610973358,"(47.610973358, -122.338150024)",5,2013
"193848",1486329,201837440,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","01/31/2018 08:29:00 AM","01/30/2018 11:00:00 PM","01/31/2018 08:29:00 AM","15XX BLOCK OF 19 AV S","R","R1","9400.2053",-122.308395386,47.588905334,"(47.588905334, -122.308395386)",1,2018
"316632",1280697,2017343296,"X",21,"DISTURBANCE-OTH","X","DISTURBANCE","09/14/2017 11:55:00 PM","09/14/2017 11:55:00 PM","","5XX BLOCK OF QUEEN ANNE AV N","Q","Q3","7100.2006",-122.356712341,47.62392807,"(47.62392807, -122.356712341)",9,2017
"800202",793816,2014901374,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","03/06/2014 02:40:00 PM","03/05/2014 10:30:00 AM","03/06/2014 01:20:00 PM","11XX BLOCK OF E SPRING ST","E","E2","8600.2000",-122.317253113,47.611564636,"(47.611564636, -122.317253113)",3,2014
"662649",1371650,2013458273,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","12/24/2013 01:27:00 PM","12/24/2013 10:19:00 AM","","14XX BLOCK OF S LANE ST","K","K3","9000.2033",-122.313438416,47.596652985,"(47.596652985, -122.313438416)",12,2013
"202880",1495459,2009269730,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","08/01/2009 04:22:00 PM","07/31/2009 06:00:00 PM","08/01/2009 11:00:00 AM","84XX BLOCK OF 20 AV SW","F","F2","11401.3017",-122.359107971,47.527385712,"(47.527385712, -122.359107971)",8,2009
"779834",764923,2014184331,"1316",3,"THREATS-KILL","1300","THREATS","06/10/2014 12:35:00 PM","06/10/2014 12:35:00 PM","","11XX BLOCK OF N NORTHLAKE WY","B","B3","5400.2038",-122.345977783,47.648643494,"(47.648643494, -122.345977783)",6,2014
"886334",917842,2012310197,"5212",0,"WEAPON-POSSESSION","5200","WEAPON","09/14/2012 12:10:00 AM","09/13/2012 09:15:00 PM","09/14/2012 12:10:00 AM","27XX BLOCK OF RAINIER AV S","R","R2","10001.1002",-122.299156189,47.579673767,"(47.579673767, -122.299156189)",9,2012
"933650",979620,2011322026,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","09/30/2011 03:37:00 PM","09/30/2011 08:15:00 AM","09/30/2011 03:37:00 PM","8XX BLOCK OF NW 87 ST","J","J1","1702.2010",-122.367805481,47.692073822,"(47.692073822, -122.367805481)",9,2011
"1033672",1283912,2017149590,"2303",0,"THEFT-SHOPLIFT","2300","SHOPLIFTING","04/29/2017 04:40:00 PM","04/29/2017 03:59:00 PM","","4XX BLOCK OF NE NORTHGATE WY","L","L2","1200.4010",-122.324615479,47.708602905,"(47.708602905, -122.324615479)",4,2017
"821609",839283,2013439136,"2204",0,"BURGLARY-NOFORCE-RES","2200","BURGLARY","12/07/2013 11:37:00 AM","11/04/2013 10:00:00 AM","12/03/2013 10:00:00 AM","16XX BLOCK OF LAKE WASHINGTON BV","C","C3","7800.1007",-122.281654358,47.614273071,"(47.614273071, -122.281654358)",12,2013
"881145",910507,2012355682,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","10/17/2012 08:46:00 AM","10/16/2012 06:00:00 PM","10/17/2012 08:46:00 AM","15XX BLOCK OF ALKI AV SW","W","W1","9600.5014",-122.394126892,47.589504242,"(47.589504242, -122.394126892)",10,2012
"467185",341252,2009343201,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","09/28/2009 03:18:00 PM","09/26/2009 11:00:00 PM","09/27/2009 02:00:00 AM","WESTERN AV / LENORA ST","M","M1","8100.3011",-122.344772102,47.611172309,"(47.611172309, -122.344772102)",9,2009
"1009956",1212251,2017905055,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","06/07/2017 10:53:00 AM","06/07/2017 06:50:00 AM","06/07/2017 06:55:00 AM","31XX BLOCK OF E MADISON ST","C","C3","6300.4021",-122.291687012,47.626529694,"(47.626529694, -122.291687012)",6,2017
"403850",258286,2011116578,"2299",2,"BURGLARY-SECURE PARKING-RES","2299","BURGLARY-SECURE PARKING-RES","04/12/2011 03:31:00 PM","02/01/2011 08:00:00 AM","","4XX BLOCK OF NE 70 ST","J","J3","3600.4001",-122.324270739,47.679122625,"(47.679122625, -122.324270739)",4,2011
"512440",393932,2008432515,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","11/18/2008 09:34:00 AM","11/17/2008 09:00:00 PM","11/18/2008 04:00:00 AM","41XX BLOCK OF 4 AV S","O","O2","9300.3185",-122.329404732,47.566893796,"(47.566893796, -122.329404732)",11,2008
"921533",963793,2012769,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","01/01/2012 04:57:00 PM","12/29/2011 12:00:00 PM","01/01/2012 04:30:00 PM","4XX BLOCK OF 18 AV E","C","C2","7600.3000",-122.308700562,47.622657776,"(47.622657776, -122.308700562)",1,2012
"1016470",1228995,2017238988,"2902",0,"PROPERTY DAMAGE-RESIDENTIAL","2900","PROPERTY DAMAGE","07/02/2017 06:55:00 PM","07/02/2017 10:00:00 AM","07/02/2017 02:15:00 PM","XX BLOCK OF LENORA ST","D","D1","8002.2013",-122.344985962,47.611003876,"(47.611003876, -122.344985962)",7,2017
"877201",905935,2012397530,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","11/20/2012 07:08:00 AM","11/19/2012 06:00:00 PM","11/20/2012 06:50:00 AM","40XX BLOCK OF 41 AV S","R","R3","10100.5041",-122.281791687,47.567054749,"(47.567054749, -122.281791687)",11,2012
"712738",685787,2015286374,"2605",0,"FRAUD-CREDIT CARD","2600","FRAUD","08/17/2015 01:35:00 PM","08/16/2015 01:35:00 PM","08/17/2015 01:35:00 PM","42XX BLOCK OF 9 AV NE","U","U2","5200.2001",-122.31879425,47.658485413,"(47.658485413, -122.31879425)",8,2015
"432309",300973,2010212887,"2903",0,"PROPERTY DAMAGE-NON RESIDENTIA","2900","PROPERTY DAMAGE","06/23/2010 10:28:00 AM","06/22/2010 07:30:00 PM","06/23/2010 08:20:00 AM","8 AV / MARION ST","E","E3","8500.1003",-122.32781886,47.607228382,"(47.607228382, -122.32781886)",6,2010
"103750",1447614,2010144289,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","05/03/2010 06:28:00 PM","05/03/2010 01:00:00 AM","05/03/2010 06:00:00 PM","33XX BLOCK OF YORK RD S","R","R2","9500.3052",-122.287208557,47.573036194,"(47.573036194, -122.287208557)",5,2010
"33230",1065416,2016374810,"X",47,"PROPERTY FOUND","X","STOLEN PROPERTY","10/16/2016 03:16:00 PM","10/16/2016 02:28:00 PM","","2 AV / MARION ST","K","K1","8100.2038",-122.334480286,47.604446411,"(47.604446411, -122.334480286)",10,2016
"378682",270231,201129435,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","01/25/2011 03:07:00 PM","01/21/2011 03:00:00 PM","01/24/2011 08:00:00 AM","25XX BLOCK OF NW MARKET ST","B","B1","3200.3012",-122.388860711,47.668673557,"(47.668673557, -122.388860711)",1,2011
"789167",776806,2014121203,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","04/20/2014 04:36:00 PM","04/20/2014 04:15:00 PM","","15XX BLOCK OF LAKE WASHINGTON BV","C","C3","7800.1007",-122.281654358,47.614273071,"(47.614273071, -122.281654358)",4,2014
"1001722",1183357,2017903784,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","04/27/2017 11:18:00 AM","04/27/2017 02:00:00 AM","04/27/2017 09:00:00 AM","YALE AV N / HARRISON ST","D","D3","7300.1023",-122.330429077,47.62197113,"(47.62197113, -122.330429077)",4,2017
"585611",1642677,2018130935,"1205",0,"ROBBERY-STREET-WEAPON","1200","ROBBERY","04/14/2018 04:46:00 AM","04/14/2018 04:16:00 AM","","36XX BLOCK OF STONE WY N","B","B3","5400.3003",-122.342628479,47.651618958,"(47.651618958, -122.342628479)",4,2018
"181324",1478304,2009391441,"2304",1,"THEFT-AUTOACC","2300","OTHER PROPERTY","11/08/2009 04:19:00 PM","11/08/2009 02:00:00 PM","11/08/2009 04:00:00 PM","2XX BLOCK OF E BLAINE ST","D","D3","6600.1026",-122.324653625,47.634864807,"(47.634864807, -122.324653625)",11,2009
"193490",1485958,2009330186,"5404",0,"DUI-LIQUOR","5400","DUI","09/21/2009 09:28:00 AM","09/18/2009 01:19:00 AM","","15 AV W / W ARMORY WY","Q","Q2","5802.2011",-122.376144409,47.637702942,"(47.637702942, -122.376144409)",9,2009
"313193",1277531,2017338352,"5015",1,"WARRARR-FELONY","5000","WARRANT ARREST","09/11/2017 02:47:00 PM","09/11/2017 02:47:00 PM","","6XX BLOCK OF PINE ST","M","M2","8200.1002",-122.334815979,47.612369537,"(47.612369537, -122.334815979)",9,2017
"105188",1448419,2010138643,"2305",0,"THEFT-CARPROWL","2300","CAR PROWL","04/28/2010 11:00:00 PM","04/28/2010 08:00:00 PM","04/28/2010 09:45:00 PM","1XX BLOCK OF S HORTON ST","O","O1","9300.3028",-122.333740234,47.574386597,"(47.574386597, -122.333740234)",4,2010
"741325",719833,201551288,"2404",1,"VEH-THEFT-AUTO","2400","VEHICLE THEFT","02/14/2015 01:20:00 AM","02/13/2015 06:00:00 PM","02/14/2015 01:00:00 AM","110XX BLOCK OF GREENWOOD AV N","N","N1","1400.1013",-122.355484009,47.709621429,"(47.709621429, -122.355484009)",2,2015
"364037",1323431,2017378496,"2399",3,"THEFT-OTH","2300","OTHER PROPERTY","10/11/2017 03:46:00 PM","10/11/2017 02:06:00 PM","10/11/2017 02:09:00 PM","38XX BLOCK OF 38 AV S","R","R2","10100.5021",-122.285041809,47.568847656,"(47.568847656, -122.285041809)",10,2017
"569184",1626725,201877270,"2399",1,"THEFT-BICYCLE","2300","BIKE THEFT","03/03/2018 12:51:00 PM","03/03/2018 12:51:00 PM","","E HOWELL ST / NAGLE PL","E","E2","7500.5008",-122.320053101,47.617576599,"(47.617576599, -122.320053101)",3,2018
"96212",1443765,2010173083,"2203",0,"BURGLARY-FORCE-NONRES","2200","BURGLARY","05/25/2010 05:33:00 PM","05/23/2010 04:00:00 AM","","45XX BLOCK OF 19 AV NE","U","U1","5301.1009",-122.307228088,47.662155151,"(47.662155151, -122.307228088)",5,2010
"140708",1168520,2017117378,"1316",4,"THREATS-OTHER","1300","THREATS","04/04/2017 11:10:00 AM","04/04/2017 09:00:00 AM","","30XX BLOCK OF NE 143 ST","L","L1","100.4002",-122.295188904,47.731964111,"(47.731964111, -122.295188904)",4,2017
"401431",255728,2011137696,"2202",0,"BURGLARY-FORCE-RES","2200","BURGLARY","04/30/2011 09:36:00 PM","04/26/2011 12:00:00 AM","04/26/2011 05:00:00 PM","21XX BLOCK OF 11 AV W","Q","Q2","6900.4003",-122.371581512,47.638678014,"(47.638678014, -122.371581512)",4,2011
